评论内容,商品ID
荒唐的剧情，滑稽的对话，迷糊的人物形象，搞不清的前因后果，却让人心头一酸。战无不胜的孙悟空最后一个对手竟然是自己，自相残杀，猪八戒带不走月亮女神，沙和尚五百年拼凑的琉璃盏，竟然被王母娘娘一手间挥成了碎片，时间，感情，对手，理想，自由……在他们面前变得那么的荒唐。,1003000
正如我心中爱着你的美丽，又怎能嘴里装四大皆空。,1003000
"这浮世的悲与喜,你又看透几分.",1003000
这道理太难，作者未悟，看书的人的人无法由这本书而悟。我看完了，解了两个疑问，又添了无数疑问。作者未悟，我也未悟，那谁悟了？悟了就超出了这世，所以这世上没有悟了的人。所谓浊世，大概就是因为人人都未悟，都不清明，所以为浊世吧。,1003000
年轻真好。,1003000
高贵的狂放,1003000
"比想象中的好看，不过……是作为网络小说=_,=",1003000
洗碗的时候断断续续听得，觉得不给力，或者说我不喜欢这种风格，人生总是需要悟，空空如也。,1003000
小文子推荐。但并不是我喜欢的风格，看的有些无力，有些话语还是让人心头一震。,1003000
西游记+大话西游，金句有，理念有，但总的来说……一种没看懂的感觉油然而生。|想写些什么？虚无？,1003000
这本书读的心情很难过。他是千古雄风永不倒的英雄，她是柔静如水死心塌地的奇女子。挽了手，十万天雷也震不碎。,1003000
踏碎灵霄，放肆桀骜，世恶道险，终究难逃。,1003000
长夜漫漫 太清醒不是会很难受？,1003000
这是一只被佛祖封印的暴躁的猴子。“我这这天，再遮不住我眼；要这地，再埋不了我心；要那众生，都明白我心意；要那诸佛都烟消云散”，有时你看到的未必是真实的，包括你自己。人这一生说起来就是探寻自我的过程。其实《大圣归来》里面的猴子更多的是以这只猴子为原型的。,1003000
大话西游衍生品,1003000
高中读物，都忘了内容了,1003000
重要,1003000
我只有每天看着天边彩霞，才有信心走下去。,1003000
如来，金蝉子，须菩提，之上是什么？,1003000
: I247.5/8224,1003000
现在想想这书似乎挺矫情的，但是我现在还记得最后花果山那篇，老虎阿明在被问到你吃什么的时候，说的那句“我吃奶”，好萌好治愈。还有他们离开的时候，树叶从树上掉下来，松鼠在树上跳跃着追赶的样子。,1003000
差的都不知道说什么了，打五星的都是什么智商,1003000
说不上完全的满意 但在读过的西游记的本子里 这本感觉最好,1003000
“我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！”,1003000
年少时看过，不觉得好，如今来看，也不觉得坏,1003000
寫得真好……………………………………………………,1003000
敢爱敢恨的猴子,1003000
我只记得很感伤~,1003000
高中时想看的书，真的看时，那么多年过去了,1003000
我要这天，再遮不住我眼，我要这地，再埋不了我心。,1003000
想看这本书很多年了，一直买不到。这两天睡前手机看完了。没什么感觉。等待了那么多年的结局竟然只是不好不坏，让我多多少少有些难过。或许还是应该买纸质书吧~恩，我不甘心。。,1003000
很久以前了、、、、,1003000
乱七八糟,1003000
我要这天，再遮不住我眼，　　要这地，再埋不了我心，　　要这众生，都明白我意，　　要那诸佛，都烟消云散！,1003000
本来很好的思路和题材无奈史诗巨著的潜力写成了庸俗读物,1003000
我要这天，再遮不住我的眼，我要这地，再埋不了我的心，要这众生，都明白我意，要那诸佛，都烟消云散。,1003000
就算死 也不屈服,1003000
每个角色都执着的可爱！,1003000
文笔小白，有故弄玄虚之嫌，但有些地方真的写得很不错,1003000
我要让这天，再遮不住我的眼，要这地，再埋不了我心，要这众生，都明白我的意，要那诸佛，都烟消云散。【一个给我感觉的男孩子说出来这段漂亮的话】,1003000
老了才读到,1003000
为什么这么多人在中学就看了，我却没看？难道是我爸妈不让我上网？。。看了的结论觉得《西游记》真是漏洞重重，想想还是其他三大名著比较完美。所以说中国人适合写悲剧不适合喜剧。或者西游记压根就不该当喜剧来解读。,1003000
不知道《西游记》十级学者什么态度，我是不喜欢，2000年的网络语言现在看起来是笑话,1003000
想起当年读这本书的时候还是很年轻的,1003000
我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散,1003000
我要这天，再遮不住我眼，要这地， 再埋不了我心，要这众生，都明白我意，要那诸佛 ，都烟消云散,1003000
如果在现在看会觉得不过如此吧。,1003000
缘起缘灭，一切皆是宿命。,1003000
和小龟同桌的高中回忆。,1003000
明明看过的，不可能没标记过啊。当年哭得一塌糊涂的说，各种孙大圣永远一生杀,1003000
“我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！”,1003000
曾经看得我顶心顶肺，明白了那种无可挽回。,1003000
要是说从里面挖哲学的东西，还是能说上一阵子的。或者说有点像中国版的撒旦与上帝？其实也不像。拿来读读轻松一下还是挺好。冲着题材给五颗星。有空再重读《斗佛》看看如何。,1003000
读了一大半，突然觉得越看越伤心,1003000
那一年他们的名字被悟空从生死簿中一笔勾销，从此长生不老。却也因此脱离帝制，被称为妖。“我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！”孙悟空一跃而起，将金箍棒直指向苍穹。也许曾有过那样一个我，那样的生活过。他的身影印在这个时代里。我看见他的传说。不愧是今何在最好的小说。,1003000
看得莫名伤感。,1003000
我要这天，再遮不住我眼， 要这地，再埋不了我心， 要这众生，都明白我意， 要那诸佛，都烟消云散！,1003000
在变得强大的道路上，磕磕绊绊的往往不是外围的险阻，而是内心的执念。但也因为执念，我们才成为独立的个体，才值得爱与被爱。,1003000
高中时读的了，觉得是一部不错的作品。作者总想写得深刻再深刻点，但，马马虎虎。,1003000
火车上一气看完的，这么一个不同以往的西游故事，有血有肉的那么真实到让人心痛，孙悟空的自我斗争有些像我们每个人的内心挣扎，无助而执着,1003000
也太好看了吧，昨天晚上才到，已經看完兩遍了,1003000
还是第一版经典,1003000
结局真不太懂,1003000
有时候你没有选择,1003000
看得我乱七八糟的，一度感觉快看不下去了。倒是番外非常好看杨戬和哪吒的故事。,1003000
初中最喜欢的小说之一,1003000
被重新赋予别样色彩的花果山，壮阔情怀与柔软内心包裹下的齐天大圣，忧伤被笑声淹没背后的八戒，是了，那就是悟空传，一本重构经典的诚意之作,1003000
悟空的青春之心固然值得赞叹，我最喜欢的还是花果山后篇的小动物们。,1003000
#7月29日杭图演讲#之《悟空传》“我要让这天，再遮不住我的眼，要这地，再埋不了我心，要这众生，都明白我的意，要那诸佛，都烟消云散。” 多少年后的某一天，我们或许还会依稀记得，那个渐行渐远的青葱岁月里，稚嫩的心灵也曾有过豪迈的宣言，青春只是若现。,1003000
欢乐的悲哀,1003000
大哭一场,1003000
初二看的书  只记得读时的震颤感,1003000
为什么不拍电影，十年了。,1003000
"很久以前看的.当初觉得写的很好笑,我朋友却跟我说,真是悲剧,好伤感,全世界没有一个人理解他. ..",1003000
大学就收了，= =，读了好多遍。。还哭了好多次，，最有名的这句“我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！”，其实里面最感动我的不是这句。。是后面的。。。可能这也是在那时让我猛然间清醒意识到要有自己思想与生活别人都不能操控你的一个最初启蒙吧。。。,1003000
总觉得这本书可能更适合男性来读，在整个阅读的过程中，都能感觉到一种荡气回肠的历史感。带些小小的幽默，还有些让人参不透的理性。我想我终究是个感性的人，看到的也都是些感性的成分。而那种曾经沧海之后的落寞和无奈，那种大气的不拘泥于风花雪月的感情，还是无法领悟。,1003000
"“我要这天,再遮不住我眼;要这地,再埋不了我心;要这众生,都明白我意;要那诸佛,都烟消云散!”",1003000
比《大话西游》更适合小资MM们看的言情版西游记。,1003000
！,1003000
真好,1003000
两年前买了再版,1003000
小时候模仿这样的模式也写了一个自己的悟空传的开头。幼稚的死。,1003000
高中的时候第一次读这本书，觉得杂乱无章，没读懂，于是扔到了一边；现在八年之后再读第二遍，泪流满面,1003000
读后感觉空虚,1003000
高中时读过.,1003000
我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！    看完后痛心的惘然若失。,1003000
有些矫情 但也有理,1003000
一切都会回到最初开始的简单。,1003000
时代的痕迹。,1003000
是我失忆还是新版有区别？！,1003000
超级喜欢的。。也是看了无数遍~,1003000
悟空把师父吃了,1003000
挺感人,1003000
神了,1003000
哇~ 小时候很爱呢,1003000
遥远的高中时代……,1003000
09.7，mat学长读过的书。本来是随便翻翻，结果一口气看完，接下来的两三天老想这本书里的一些话和人，想一次心疼一下。不得不承认以前的自己很少看网络文学和武侠之类~看的太正统了，小学初中除中国几本经典，清一色外国名著……错过了不少该读的好书……,1003000
“我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！”在北极的时候真的是常有此感啊= =,1003000
完全。。没读懂.,1003000
永难忘记的书。,1003000
他说“有没有五百年不染一点风霜的笑容？”他说“有没有十万八千里也没有尽头但依然跋涉的行者？”他说“以后你就会懂，等你看见你的灵魂在另一个人身上的时候”他说“我终不能改变那个开始，何不忘了那个结局”.......靠，大庭广众之下看哭了,1003000
